epoch,train_recon,train_vq,train_total,val_recon,val_total,codebook_util,epoch_time_sec
388,0.001174,0.000425,0.001599,0.001287,0.001735,0.7559,50.5
389,0.001179,0.000424,0.001603,0.001268,0.001711,0.7578,50.9
390,0.001177,0.000424,0.001601,0.001265,0.00171,0.7617,50.0
391,0.001176,0.000424,0.001599,0.001276,0.001721,0.7617,51.2
392,0.001175,0.000424,0.001599,0.001267,0.001716,0.7637,51.4
393,0.001176,0.000423,0.001599,0.001265,0.001708,0.7656,50.9
394,0.001178,0.000423,0.001601,0.001279,0.001721,0.7656,51.0
395,0.001173,0.000423,0.001596,0.001268,0.001714,0.7676,49.9
396,0.001172,0.000423,0.001595,0.001265,0.001703,0.7695,50.6
397,0.001168,0.000422,0.00159,0.001261,0.001707,0.7715,50.3
398,0.001173,0.000422,0.001595,0.001263,0.001709,0.7715,50.3
399,0.001172,0.000422,0.001594,0.001265,0.001708,0.7734,50.7
400,0.001169,0.000422,0.001591,0.001263,0.001709,0.7734,50.3
